indicator	frequentie	referentie	naar	schatting	lcl90	ucl90	lcl60	ucl60	lcl30	ucl30	klasse	analyse	status	wijziging
Bos	jaarlijks	2013	2010	0.982	0.939	1.027	0.949	1.005	0.972	0.993	?-	354fd24a4a7c57848443fd034d2e07d8e92d9169	cb94cdd01bd75165d5f06595389779932b22c252	2010: -1.8% (-6.1%; +2.7%) t.o.v. 2013 (?-)
Bos	jaarlijks	2013	2011	1.009	0.967	1.053	0.977	1.031	0.999	1.019	~	354fd24a4a7c57848443fd034d2e07d8e92d9169	cb94cdd01bd75165d5f06595389779932b22c252	2011: +0.9% (-3.3%; +5.3%) t.o.v. 2013 (~)
Bos	jaarlijks	2013	2012	1.024	0.988	1.062	0.996	1.043	1.016	1.033	?+	354fd24a4a7c57848443fd034d2e07d8e92d9169	cb94cdd01bd75165d5f06595389779932b22c252	2012: +2.4% (-1.2%; +6.2%) t.o.v. 2013 (?+)
Bos	jaarlijks	2013	2014	0.993	0.958	1.03	0.965	1.012	0.985	1.002	~	354fd24a4a7c57848443fd034d2e07d8e92d9169	cb94cdd01bd75165d5f06595389779932b22c252	2014: -0.7% (-4.2%; +3.0%) t.o.v. 2013 (~)
Bos	jaarlijks	2013	2015	0.992	0.951	1.035	0.96	1.014	0.982	1.002	~	354fd24a4a7c57848443fd034d2e07d8e92d9169	cb94cdd01bd75165d5f06595389779932b22c252	2015: -0.8% (-4.9%; +3.5%) t.o.v. 2013 (~)
Bos	jaarlijks	2013	2016	0.972	0.929	1.017	0.939	0.995	0.962	0.982	?-	354fd24a4a7c57848443fd034d2e07d8e92d9169	cb94cdd01bd75165d5f06595389779932b22c252	2016: -2.8% (-7.1%; +1.7%) t.o.v. 2013 (?-)
Bos	jaarlijks	2013	2017	0.942	0.896	0.989	0.906	0.966	0.931	0.953	-	354fd24a4a7c57848443fd034d2e07d8e92d9169	cb94cdd01bd75165d5f06595389779932b22c252	2017: -5.80% (-10.40%; -1.10%) t.o.v. 2013 (-)
Bos	jaarlijks	2013	2018	0.929	0.882	0.979	0.892	0.954	0.918	0.941	-	354fd24a4a7c57848443fd034d2e07d8e92d9169	cb94cdd01bd75165d5f06595389779932b22c252	2018: -7.10% (-11.80%; -2.10%) t.o.v. 2013 (-)
Bos	jaarlijks	2013	2019	0.921	0.873	0.971	0.883	0.946	0.909	0.932	-	354fd24a4a7c57848443fd034d2e07d8e92d9169	cb94cdd01bd75165d5f06595389779932b22c252	2019: -7.90% (-12.70%; -2.90%) t.o.v. 2013 (-)
Bos	jaarlijks	2013	2020	0.889	0.836	0.946	0.847	0.918	0.876	0.902	-	354fd24a4a7c57848443fd034d2e07d8e92d9169	cb94cdd01bd75165d5f06595389779932b22c252	2020: -11.1% (-16.4%; -5.4%) t.o.v. 2013 (-)
Bos	jaarlijks	2014	2007	0.983	0.933	1.035	0.944	1.009	0.971	0.995	?-	354fd24a4a7c57848443fd034d2e07d8e92d9169	cb94cdd01bd75165d5f06595389779932b22c252	2007: -2% (-7%; +3%) t.o.v. 2014 (?-)
Bos	jaarlijks	2014	2008	1.007	0.961	1.055	0.971	1.032	0.996	1.018	~	354fd24a4a7c57848443fd034d2e07d8e92d9169	cb94cdd01bd75165d5f06595389779932b22c252	2008: +0.7% (-3.9%; +5.5%) t.o.v. 2014 (~)
Bos	jaarlijks	2014	2009	0.975	0.93	1.023	0.94	0.999	0.964	0.986	?-	354fd24a4a7c57848443fd034d2e07d8e92d9169	cb94cdd01bd75165d5f06595389779932b22c252	2009: -2.5% (-7.0%; +2.3%) t.o.v. 2014 (?-)
Bos	jaarlijks	2014	2010	0.989	0.944	1.037	0.954	1.013	0.978	1	?-	354fd24a4a7c57848443fd034d2e07d8e92d9169	cb94cdd01bd75165d5f06595389779932b22c252	2010: -1.1% (-5.6%; +3.7%) t.o.v. 2014 (?-)
Bos	jaarlijks	2014	2011	1.016	0.972	1.062	0.982	1.039	1.006	1.027	?+	354fd24a4a7c57848443fd034d2e07d8e92d9169	cb94cdd01bd75165d5f06595389779932b22c252	2011: +1.6% (-2.8%; +6.2%) t.o.v. 2014 (?+)
Bos	jaarlijks	2014	2012	1.031	0.99	1.075	0.999	1.054	1.021	1.041	?+	354fd24a4a7c57848443fd034d2e07d8e92d9169	cb94cdd01bd75165d5f06595389779932b22c252	2012: +3.1% (-1.0%; +7.5%) t.o.v. 2014 (?+)
Bos	jaarlijks	2014	2013	1.007	0.971	1.044	0.979	1.026	0.998	1.016	~	354fd24a4a7c57848443fd034d2e07d8e92d9169	cb94cdd01bd75165d5f06595389779932b22c252	2013: +0.7% (-2.9%; +4.4%) t.o.v. 2014 (~)
Bos	jaarlijks	2014	2015	0.999	0.963	1.036	0.971	1.018	0.991	1.008	~	354fd24a4a7c57848443fd034d2e07d8e92d9169	cb94cdd01bd75165d5f06595389779932b22c252	2015: -0.1% (-3.7%; +3.6%) t.o.v. 2014 (~)
Bos	jaarlijks	2014	2016	0.979	0.938	1.022	0.947	1	0.969	0.989	?-	354fd24a4a7c57848443fd034d2e07d8e92d9169	cb94cdd01bd75165d5f06595389779932b22c252	2016: -2.1% (-6.2%; +2.2%) t.o.v. 2014 (?-)
Bos	jaarlijks	2014	2017	0.948	0.906	0.993	0.915	0.971	0.938	0.958	-	354fd24a4a7c57848443fd034d2e07d8e92d9169	cb94cdd01bd75165d5f06595389779932b22c252	2017: -5.2% (-9.4%; -0.7%) t.o.v. 2014 (-)
Bos	jaarlijks	2014	2018	0.936	0.89	0.984	0.9	0.96	0.925	0.947	-	354fd24a4a7c57848443fd034d2e07d8e92d9169	cb94cdd01bd75165d5f06595389779932b22c252	2018: -6.40% (-11.00%; -1.60%) t.o.v. 2014 (-)
Bos	jaarlijks	2014	2019	0.927	0.879	0.978	0.89	0.953	0.916	0.939	-	354fd24a4a7c57848443fd034d2e07d8e92d9169	cb94cdd01bd75165d5f06595389779932b22c252	2019: -7.30% (-12.10%; -2.20%) t.o.v. 2014 (-)
Bos	jaarlijks	2014	2020	0.895	0.843	0.95	0.854	0.923	0.883	0.908	-	354fd24a4a7c57848443fd034d2e07d8e92d9169	cb94cdd01bd75165d5f06595389779932b22c252	2020: -10.5% (-15.7%; -5.0%) t.o.v. 2014 (-)
Bos	jaarlijks	2015	2007	0.984	0.933	1.037	0.944	1.011	0.972	0.996	?-	354fd24a4a7c57848443fd034d2e07d8e92d9169	cb94cdd01bd75165d5f06595389779932b22c252	2007: -2% (-7%; +4%) t.o.v. 2015 (?-)
Bos	jaarlijks	2015	2008	1.008	0.96	1.058	0.971	1.033	0.997	1.02	~	354fd24a4a7c57848443fd034d2e07d8e92d9169	cb94cdd01bd75165d5f06595389779932b22c252	2008: +0.8% (-4.0%; +5.8%) t.o.v. 2015 (~)
Bos	jaarlijks	2015	2009	0.976	0.93	1.024	0.94	1.001	0.965	0.987	?-	354fd24a4a7c57848443fd034d2e07d8e92d9169	cb94cdd01bd75165d5f06595389779932b22c252	2009: -2.4% (-7.0%; +2.4%) t.o.v. 2015 (?-)
Bos	jaarlijks	2015	2010	0.99	0.943	1.039	0.953	1.015	0.979	1.001	?-	354fd24a4a7c57848443fd034d2e07d8e92d9169	cb94cdd01bd75165d5f06595389779932b22c252	2010: -1.0% (-5.7%; +3.9%) t.o.v. 2015 (?-)
Bos	jaarlijks	2015	2011	1.017	0.971	1.066	0.981	1.042	1.006	1.028	?+	354fd24a4a7c57848443fd034d2e07d8e92d9169	cb94cdd01bd75165d5f06595389779932b22c252	2011: +1.7% (-2.9%; +6.6%) t.o.v. 2015 (?+)
Bos	jaarlijks	2015	2012	1.032	0.988	1.078	0.998	1.056	1.022	1.043	?+	354fd24a4a7c57848443fd034d2e07d8e92d9169	cb94cdd01bd75165d5f06595389779932b22c252	2012: +3.2% (-1.2%; +7.8%) t.o.v. 2015 (?+)
Bos	jaarlijks	2015	2013	1.008	0.966	1.052	0.975	1.03	0.998	1.018	~	354fd24a4a7c57848443fd034d2e07d8e92d9169	cb94cdd01bd75165d5f06595389779932b22c252	2013: +0.8% (-3.4%; +5.2%) t.o.v. 2015 (~)
Bos	jaarlijks	2015	2014	1.001	0.965	1.038	0.973	1.02	0.992	1.01	~	354fd24a4a7c57848443fd034d2e07d8e92d9169	cb94cdd01bd75165d5f06595389779932b22c252	2014: +0.1% (-3.5%; +3.8%) t.o.v. 2015 (~)
Bos	jaarlijks	2015	2016	0.98	0.944	1.017	0.952	0.999	0.971	0.988	?-	354fd24a4a7c57848443fd034d2e07d8e92d9169	cb94cdd01bd75165d5f06595389779932b22c252	2016: -2.0% (-5.6%; +1.7%) t.o.v. 2015 (?-)
Bos	jaarlijks	2015	2017	0.949	0.907	0.993	0.916	0.971	0.939	0.959	-	354fd24a4a7c57848443fd034d2e07d8e92d9169	cb94cdd01bd75165d5f06595389779932b22c252	2017: -5.1% (-9.3%; -0.7%) t.o.v. 2015 (-)
Bos	jaarlijks	2015	2018	0.936	0.892	0.983	0.902	0.96	0.926	0.947	-	354fd24a4a7c57848443fd034d2e07d8e92d9169	cb94cdd01bd75165d5f06595389779932b22c252	2018: -6.40% (-10.80%; -1.70%) t.o.v. 2015 (-)
Bos	jaarlijks	2015	2019	0.928	0.881	0.977	0.891	0.953	0.917	0.939	-	354fd24a4a7c57848443fd034d2e07d8e92d9169	cb94cdd01bd75165d5f06595389779932b22c252	2019: -7.20% (-11.90%; -2.30%) t.o.v. 2015 (-)
Bos	jaarlijks	2015	2020	0.896	0.844	0.951	0.855	0.924	0.883	0.909	-	354fd24a4a7c57848443fd034d2e07d8e92d9169	cb94cdd01bd75165d5f06595389779932b22c252	2020: -10.4% (-15.6%; -4.9%) t.o.v. 2015 (-)
Bos	jaarlijks	2016	2007	1.004	0.953	1.058	0.964	1.031	0.992	1.016	~	354fd24a4a7c57848443fd034d2e07d8e92d9169	cb94cdd01bd75165d5f06595389779932b22c252	2007: +0% (-5%; +6%) t.o.v. 2016 (~)
Bos	jaarlijks	2016	2008	1.029	0.979	1.081	0.99	1.055	1.017	1.041	?+	354fd24a4a7c57848443fd034d2e07d8e92d9169	cb94cdd01bd75165d5f06595389779932b22c252	2008: +3% (-2%; +8%) t.o.v. 2016 (?+)
Bos	jaarlijks	2016	2009	0.996	0.948	1.047	0.959	1.022	0.985	1.008	~	354fd24a4a7c57848443fd034d2e07d8e92d9169	cb94cdd01bd75165d5f06595389779932b22c252	2009: -0.4% (-5.2%; +4.7%) t.o.v. 2016 (~)
Bos	jaarlijks	2016	2010	1.01	0.963	1.06	0.973	1.036	0.999	1.022	?+	354fd24a4a7c57848443fd034d2e07d8e92d9169	cb94cdd01bd75165d5f06595389779932b22c252	2010: +1.0% (-3.7%; +6.0%) t.o.v. 2016 (?+)
Bos	jaarlijks	2016	2011	1.038	0.99	1.089	1	1.064	1.027	1.05	?+	354fd24a4a7c57848443fd034d2e07d8e92d9169	cb94cdd01bd75165d5f06595389779932b22c252	2011: +3.8% (-1.0%; +8.9%) t.o.v. 2016 (?+)
Bos	jaarlijks	2016	2012	1.054	1.006	1.104	1.016	1.079	1.042	1.065	+	354fd24a4a7c57848443fd034d2e07d8e92d9169	cb94cdd01bd75165d5f06595389779932b22c252	2012: +5.40% (+0.60%; +10.40%) t.o.v. 2016 (+)
Bos	jaarlijks	2016	2013	1.029	0.984	1.076	0.993	1.053	1.018	1.04	?+	354fd24a4a7c57848443fd034d2e07d8e92d9169	cb94cdd01bd75165d5f06595389779932b22c252	2013: +2.9% (-1.6%; +7.6%) t.o.v. 2016 (?+)
Bos	jaarlijks	2016	2014	1.022	0.979	1.066	0.988	1.044	1.011	1.032	?+	354fd24a4a7c57848443fd034d2e07d8e92d9169	cb94cdd01bd75165d5f06595389779932b22c252	2014: +2.2% (-2.1%; +6.6%) t.o.v. 2016 (?+)
Bos	jaarlijks	2016	2015	1.021	0.983	1.059	0.992	1.04	1.012	1.03	?+	354fd24a4a7c57848443fd034d2e07d8e92d9169	cb94cdd01bd75165d5f06595389779932b22c252	2015: +2.1% (-1.7%; +5.9%) t.o.v. 2016 (?+)
Bos	jaarlijks	2016	2017	0.969	0.934	1.005	0.941	0.987	0.96	0.977	?-	354fd24a4a7c57848443fd034d2e07d8e92d9169	cb94cdd01bd75165d5f06595389779932b22c252	2017: -3.1% (-6.6%; +0.5%) t.o.v. 2016 (?-)
Bos	jaarlijks	2016	2018	0.956	0.914	0.999	0.923	0.978	0.946	0.966	-	354fd24a4a7c57848443fd034d2e07d8e92d9169	cb94cdd01bd75165d5f06595389779932b22c252	2018: -4.4% (-8.6%; -0.1%) t.o.v. 2016 (-)
Bos	jaarlijks	2016	2019	0.947	0.902	0.994	0.912	0.971	0.937	0.958	-	354fd24a4a7c57848443fd034d2e07d8e92d9169	cb94cdd01bd75165d5f06595389779932b22c252	2019: -5.3% (-9.8%; -0.6%) t.o.v. 2016 (-)
Bos	jaarlijks	2016	2020	0.915	0.863	0.969	0.874	0.942	0.902	0.927	-	354fd24a4a7c57848443fd034d2e07d8e92d9169	cb94cdd01bd75165d5f06595389779932b22c252	2020: -8.5% (-13.7%; -3.1%) t.o.v. 2016 (-)
Bos	jaarlijks	2017	2007	1.037	0.982	1.094	0.994	1.066	1.023	1.05	?+	354fd24a4a7c57848443fd034d2e07d8e92d9169	cb94cdd01bd75165d5f06595389779932b22c252	2007: +4% (-2%; +9%) t.o.v. 2017 (?+)
Bos	jaarlijks	2017	2008	1.062	1.01	1.118	1.021	1.09	1.05	1.075	+	354fd24a4a7c57848443fd034d2e07d8e92d9169	cb94cdd01bd75165d5f06595389779932b22c252	2008: +6.2% (+1.0%; +11.8%) t.o.v. 2017 (+)
Bos	jaarlijks	2017	2009	1.029	0.978	1.082	0.989	1.056	1.016	1.041	?+	354fd24a4a7c57848443fd034d2e07d8e92d9169	cb94cdd01bd75165d5f06595389779932b22c252	2009: +3% (-2%; +8%) t.o.v. 2017 (?+)
Bos	jaarlijks	2017	2010	1.043	0.991	1.098	1.003	1.071	1.031	1.056	?+	354fd24a4a7c57848443fd034d2e07d8e92d9169	cb94cdd01bd75165d5f06595389779932b22c252	2010: +4% (-1%; +10%) t.o.v. 2017 (?+)
Bos	jaarlijks	2017	2011	1.072	1.02	1.126	1.031	1.099	1.059	1.084	+	354fd24a4a7c57848443fd034d2e07d8e92d9169	cb94cdd01bd75165d5f06595389779932b22c252	2011: +7.2% (+2.0%; +12.6%) t.o.v. 2017 (+)
Bos	jaarlijks	2017	2012	1.088	1.036	1.142	1.047	1.115	1.075	1.1	+	354fd24a4a7c57848443fd034d2e07d8e92d9169	cb94cdd01bd75165d5f06595389779932b22c252	2012: +8.8% (+3.6%; +14.2%) t.o.v. 2017 (+)
Bos	jaarlijks	2017	2013	1.062	1.011	1.116	1.022	1.089	1.05	1.074	+	354fd24a4a7c57848443fd034d2e07d8e92d9169	cb94cdd01bd75165d5f06595389779932b22c252	2013: +6.2% (+1.1%; +11.6%) t.o.v. 2017 (+)
Bos	jaarlijks	2017	2014	1.055	1.007	1.104	1.018	1.08	1.043	1.066	+	354fd24a4a7c57848443fd034d2e07d8e92d9169	cb94cdd01bd75165d5f06595389779932b22c252	2014: +5.50% (+0.70%; +10.40%) t.o.v. 2017 (+)
Bos	jaarlijks	2017	2015	1.054	1.007	1.103	1.017	1.078	1.043	1.065	+	354fd24a4a7c57848443fd034d2e07d8e92d9169	cb94cdd01bd75165d5f06595389779932b22c252	2015: +5.40% (+0.70%; +10.30%) t.o.v. 2017 (+)
Bos	jaarlijks	2017	2016	1.032	0.995	1.071	1.003	1.052	1.024	1.041	?+	354fd24a4a7c57848443fd034d2e07d8e92d9169	cb94cdd01bd75165d5f06595389779932b22c252	2016: +3.2% (-0.5%; +7.1%) t.o.v. 2017 (?+)
Bos	jaarlijks	2017	2018	0.987	0.95	1.024	0.958	1.006	0.978	0.995	~	354fd24a4a7c57848443fd034d2e07d8e92d9169	cb94cdd01bd75165d5f06595389779932b22c252	2018: -1.3% (-5.0%; +2.4%) t.o.v. 2017 (~)
Bos	jaarlijks	2017	2019	0.978	0.934	1.024	0.943	1.001	0.967	0.989	?-	354fd24a4a7c57848443fd034d2e07d8e92d9169	cb94cdd01bd75165d5f06595389779932b22c252	2019: -2.2% (-6.6%; +2.4%) t.o.v. 2017 (?-)
Bos	jaarlijks	2017	2020	0.944	0.894	0.997	0.905	0.971	0.932	0.956	-	354fd24a4a7c57848443fd034d2e07d8e92d9169	cb94cdd01bd75165d5f06595389779932b22c252	2020: -5.6% (-10.6%; -0.3%) t.o.v. 2017 (-)
Bos	jaarlijks	2018	2007	1.05	0.993	1.112	1.005	1.081	1.037	1.065	?+	354fd24a4a7c57848443fd034d2e07d8e92d9169	cb94cdd01bd75165d5f06595389779932b22c252	2007: +5.0% (-0.7%; +11.2%) t.o.v. 2018 (?+)
Bos	jaarlijks	2018	2008	1.077	1.02	1.136	1.032	1.107	1.063	1.09	+	354fd24a4a7c57848443fd034d2e07d8e92d9169	cb94cdd01bd75165d5f06595389779932b22c252	2008: +7.7% (+2.0%; +13.6%) t.o.v. 2018 (+)
Bos	jaarlijks	2018	2009	1.042	0.989	1.098	1.001	1.071	1.03	1.055	?+	354fd24a4a7c57848443fd034d2e07d8e92d9169	cb94cdd01bd75165d5f06595389779932b22c252	2009: +4% (-1%; +10%) t.o.v. 2018 (?+)
Bos	jaarlijks	2018	2010	1.057	1.003	1.114	1.015	1.086	1.044	1.07	+	354fd24a4a7c57848443fd034d2e07d8e92d9169	cb94cdd01bd75165d5f06595389779932b22c252	2010: +5.7% (+0.3%; +11.4%) t.o.v. 2018 (+)
Bos	jaarlijks	2018	2011	1.086	1.031	1.144	1.043	1.115	1.073	1.099	+	354fd24a4a7c57848443fd034d2e07d8e92d9169	cb94cdd01bd75165d5f06595389779932b22c252	2011: +8.6% (+3.1%; +14.4%) t.o.v. 2018 (+)
Bos	jaarlijks	2018	2012	1.102	1.048	1.16	1.06	1.131	1.089	1.116	+	354fd24a4a7c57848443fd034d2e07d8e92d9169	cb94cdd01bd75165d5f06595389779932b22c252	2012: +10.2% (+4.8%; +16.0%) t.o.v. 2018 (+)
Bos	jaarlijks	2018	2013	1.076	1.022	1.134	1.033	1.105	1.063	1.089	+	354fd24a4a7c57848443fd034d2e07d8e92d9169	cb94cdd01bd75165d5f06595389779932b22c252	2013: +7.6% (+2.2%; +13.4%) t.o.v. 2018 (+)
Bos	jaarlijks	2018	2014	1.069	1.016	1.124	1.028	1.097	1.056	1.082	+	354fd24a4a7c57848443fd034d2e07d8e92d9169	cb94cdd01bd75165d5f06595389779932b22c252	2014: +6.9% (+1.6%; +12.4%) t.o.v. 2018 (+)
Bos	jaarlijks	2018	2015	1.068	1.018	1.121	1.028	1.095	1.056	1.08	+	354fd24a4a7c57848443fd034d2e07d8e92d9169	cb94cdd01bd75165d5f06595389779932b22c252	2015: +6.8% (+1.8%; +12.1%) t.o.v. 2018 (+)
Bos	jaarlijks	2018	2016	1.046	1.001	1.094	1.011	1.07	1.035	1.057	+	354fd24a4a7c57848443fd034d2e07d8e92d9169	cb94cdd01bd75165d5f06595389779932b22c252	2016: +4.6% (+0.1%; +9.4%) t.o.v. 2018 (+)
Bos	jaarlijks	2018	2017	1.013	0.976	1.052	0.984	1.033	1.005	1.022	~	354fd24a4a7c57848443fd034d2e07d8e92d9169	cb94cdd01bd75165d5f06595389779932b22c252	2017: +1.3% (-2.4%; +5.2%) t.o.v. 2018 (~)
Bos	jaarlijks	2018	2019	0.991	0.953	1.03	0.962	1.011	0.982	1	~	354fd24a4a7c57848443fd034d2e07d8e92d9169	cb94cdd01bd75165d5f06595389779932b22c252	2019: -0.9% (-4.7%; +3.0%) t.o.v. 2018 (~)
Bos	jaarlijks	2018	2020	0.957	0.909	1.007	0.919	0.982	0.945	0.968	?-	354fd24a4a7c57848443fd034d2e07d8e92d9169	cb94cdd01bd75165d5f06595389779932b22c252	2020: -4.3% (-9.1%; +0.7%) t.o.v. 2018 (?-)
Bos	jaarlijks	2019	2007	1.06	1	1.124	1.013	1.092	1.046	1.075	?+	354fd24a4a7c57848443fd034d2e07d8e92d9169	cb94cdd01bd75165d5f06595389779932b22c252	2007: +6.0% (+0.0%; +12.4%) t.o.v. 2019 (?+)
Bos	jaarlijks	2019	2008	1.086	1.028	1.148	1.04	1.118	1.072	1.1	+	354fd24a4a7c57848443fd034d2e07d8e92d9169	cb94cdd01bd75165d5f06595389779932b22c252	2008: +8.6% (+2.8%; +14.8%) t.o.v. 2019 (+)
Bos	jaarlijks	2019	2009	1.052	0.995	1.111	1.007	1.082	1.038	1.065	?+	354fd24a4a7c57848443fd034d2e07d8e92d9169	cb94cdd01bd75165d5f06595389779932b22c252	2009: +5.2% (-0.5%; +11.1%) t.o.v. 2019 (?+)
Bos	jaarlijks	2019	2010	1.067	1.011	1.126	1.023	1.097	1.053	1.08	+	354fd24a4a7c57848443fd034d2e07d8e92d9169	cb94cdd01bd75165d5f06595389779932b22c252	2010: +6.7% (+1.1%; +12.6%) t.o.v. 2019 (+)
Bos	jaarlijks	2019	2011	1.096	1.038	1.157	1.051	1.127	1.082	1.11	+	354fd24a4a7c57848443fd034d2e07d8e92d9169	cb94cdd01bd75165d5f06595389779932b22c252	2011: +9.6% (+3.8%; +15.7%) t.o.v. 2019 (+)
Bos	jaarlijks	2019	2012	1.112	1.054	1.174	1.067	1.143	1.098	1.127	+	354fd24a4a7c57848443fd034d2e07d8e92d9169	cb94cdd01bd75165d5f06595389779932b22c252	2012: +11.2% (+5.4%; +17.4%) t.o.v. 2019 (+)
Bos	jaarlijks	2019	2013	1.086	1.029	1.146	1.042	1.116	1.072	1.1	+	354fd24a4a7c57848443fd034d2e07d8e92d9169	cb94cdd01bd75165d5f06595389779932b22c252	2013: +8.6% (+2.9%; +14.6%) t.o.v. 2019 (+)
Bos	jaarlijks	2019	2014	1.078	1.022	1.138	1.035	1.108	1.065	1.092	+	354fd24a4a7c57848443fd034d2e07d8e92d9169	cb94cdd01bd75165d5f06595389779932b22c252	2014: +7.8% (+2.2%; +13.8%) t.o.v. 2019 (+)
Bos	jaarlijks	2019	2015	1.078	1.023	1.135	1.035	1.107	1.064	1.091	+	354fd24a4a7c57848443fd034d2e07d8e92d9169	cb94cdd01bd75165d5f06595389779932b22c252	2015: +7.8% (+2.3%; +13.5%) t.o.v. 2019 (+)
Bos	jaarlijks	2019	2016	1.056	1.006	1.108	1.016	1.082	1.044	1.068	+	354fd24a4a7c57848443fd034d2e07d8e92d9169	cb94cdd01bd75165d5f06595389779932b22c252	2016: +5.6% (+0.6%; +10.8%) t.o.v. 2019 (+)
Bos	jaarlijks	2019	2017	1.023	0.976	1.071	0.986	1.047	1.011	1.034	?+	354fd24a4a7c57848443fd034d2e07d8e92d9169	cb94cdd01bd75165d5f06595389779932b22c252	2017: +2.3% (-2.4%; +7.1%) t.o.v. 2019 (?+)
Bos	jaarlijks	2019	2018	1.009	0.971	1.049	0.979	1.029	1	1.018	~	354fd24a4a7c57848443fd034d2e07d8e92d9169	cb94cdd01bd75165d5f06595389779932b22c252	2018: +0.9% (-2.9%; +4.9%) t.o.v. 2019 (~)
Bos	jaarlijks	2019	2020	0.965	0.926	1.006	0.935	0.986	0.956	0.975	?-	354fd24a4a7c57848443fd034d2e07d8e92d9169	cb94cdd01bd75165d5f06595389779932b22c252	2020: -3.5% (-7.4%; +0.6%) t.o.v. 2019 (?-)
Bos	jaarlijks	2020	2007	1.098	1.029	1.172	1.044	1.135	1.081	1.115	+	354fd24a4a7c57848443fd034d2e07d8e92d9169	cb94cdd01bd75165d5f06595389779932b22c252	2007: +9.8% (+2.9%; +17.2%) t.o.v. 2020 (+)
Bos	jaarlijks	2020	2008	1.125	1.057	1.197	1.072	1.162	1.109	1.142	+	354fd24a4a7c57848443fd034d2e07d8e92d9169	cb94cdd01bd75165d5f06595389779932b22c252	2008: +12.5% (+5.7%; +19.7%) t.o.v. 2020 (+)
Bos	jaarlijks	2020	2009	1.089	1.024	1.159	1.038	1.124	1.074	1.105	+	354fd24a4a7c57848443fd034d2e07d8e92d9169	cb94cdd01bd75165d5f06595389779932b22c252	2009: +8.9% (+2.4%; +15.9%) t.o.v. 2020 (+)
Bos	jaarlijks	2020	2010	1.105	1.039	1.175	1.053	1.14	1.089	1.121	+	354fd24a4a7c57848443fd034d2e07d8e92d9169	cb94cdd01bd75165d5f06595389779932b22c252	2010: +10.5% (+3.9%; +17.5%) t.o.v. 2020 (+)
Bos	jaarlijks	2020	2011	1.135	1.068	1.207	1.082	1.171	1.119	1.151	++	354fd24a4a7c57848443fd034d2e07d8e92d9169	cb94cdd01bd75165d5f06595389779932b22c252	2011: +14% (+7%; +21%) t.o.v. 2020 (++)
Bos	jaarlijks	2020	2012	1.152	1.083	1.225	1.098	1.189	1.136	1.169	++	354fd24a4a7c57848443fd034d2e07d8e92d9169	cb94cdd01bd75165d5f06595389779932b22c252	2012: +15% (+8%; +23%) t.o.v. 2020 (++)
Bos	jaarlijks	2020	2013	1.125	1.057	1.197	1.072	1.161	1.109	1.141	+	354fd24a4a7c57848443fd034d2e07d8e92d9169	cb94cdd01bd75165d5f06595389779932b22c252	2013: +12.5% (+5.7%; +19.7%) t.o.v. 2020 (+)
Bos	jaarlijks	2020	2014	1.117	1.052	1.186	1.066	1.152	1.102	1.133	+	354fd24a4a7c57848443fd034d2e07d8e92d9169	cb94cdd01bd75165d5f06595389779932b22c252	2014: +11.7% (+5.2%; +18.6%) t.o.v. 2020 (+)
Bos	jaarlijks	2020	2015	1.116	1.051	1.185	1.065	1.151	1.101	1.132	+	354fd24a4a7c57848443fd034d2e07d8e92d9169	cb94cdd01bd75165d5f06595389779932b22c252	2015: +11.6% (+5.1%; +18.5%) t.o.v. 2020 (+)
Bos	jaarlijks	2020	2016	1.093	1.032	1.158	1.045	1.126	1.079	1.108	+	354fd24a4a7c57848443fd034d2e07d8e92d9169	cb94cdd01bd75165d5f06595389779932b22c252	2016: +9.3% (+3.2%; +15.8%) t.o.v. 2020 (+)
Bos	jaarlijks	2020	2017	1.059	1.003	1.118	1.015	1.089	1.046	1.073	+	354fd24a4a7c57848443fd034d2e07d8e92d9169	cb94cdd01bd75165d5f06595389779932b22c252	2017: +5.9% (+0.3%; +11.8%) t.o.v. 2020 (+)
Bos	jaarlijks	2020	2018	1.045	0.993	1.1	1.004	1.073	1.033	1.058	?+	354fd24a4a7c57848443fd034d2e07d8e92d9169	cb94cdd01bd75165d5f06595389779932b22c252	2018: +4.5% (-0.7%; +10.0%) t.o.v. 2020 (?+)
Bos	jaarlijks	2020	2019	1.036	0.994	1.08	1.003	1.058	1.026	1.046	?+	354fd24a4a7c57848443fd034d2e07d8e92d9169	cb94cdd01bd75165d5f06595389779932b22c252	2019: +3.6% (-0.6%; +8.0%) t.o.v. 2020 (?+)
Generalist	driejaarlijks	2007	2010	1.045	1.029	1.062	1.032	1.054	1.041	1.049	+~	72a8911afce4f7fa3953e3ddfa78319fe5abf6af	e1ee004c0f819728445204a7da2fff0e5134ccad	2010-2012: +4.5% (+2.9%; +6.2%) t.o.v. 2007-2009 (+~)
Generalist	driejaarlijks	2007	2013	1.014	0.996	1.032	1	1.023	1.01	1.018	~	72a8911afce4f7fa3953e3ddfa78319fe5abf6af	e1ee004c0f819728445204a7da2fff0e5134ccad	2013-2015: +1.4% (-0.4%; +3.2%) t.o.v. 2007-2009 (~)
Generalist	driejaarlijks	2007	2016	0.987	0.97	1.005	0.974	0.996	0.983	0.991	~	72a8911afce4f7fa3953e3ddfa78319fe5abf6af	e1ee004c0f819728445204a7da2fff0e5134ccad	2016-2018: -1.3% (-3.0%; +0.5%) t.o.v. 2007-2009 (~)
